"","time","acte_death2","acte_death2u","acte_death2l","acte_fed2","acte_fed2l","acte_fed2u"
"198",198,0.559717534723783,0.598620389450476,0.519595022422959,0.144078725473587,0.15447793161152,0.133151077039414
"199",199,0.557768156299382,0.596864477342052,0.517475412605154,0.145720274464554,0.156209355839433,0.134687932815332
"200",200,0.555811646124124,0.595100203669562,0.515350379659422,0.147374280442486,0.157953224223235,0.136236995829036
"201",201,0.553848126912646,0.593327666451211,0.513220069946356,0.149040737720244,0.15970951708419,0.137798272977546
"202",202,0.551877721871348,0.591546964324579,0.511084630037112,0.15071963893544,0.161478212971414,0.139371769647123
"203",203,0.549900554681751,0.589758196536937,0.508944206689391,0.152410975039789,0.1632592886557,0.14095748969972
"204",204,0.54791674948367,0.587961462935348,0.50679894682331,0.154114735288916,0.165052719123877,0.142555435459793
"205",205,0.545926430858197,0.586156863956574,0.504648997497204,0.15583090723263,0.166858477573708,0.14416560770148
"206",206,0.543929723810505,0.584344500616772,0.502494505883333,0.157559476705677,0.168676535409339,0.145788005636161
"207",207,0.541926753752475,0.582524474500993,0.500335619243544,0.159300427818968,0.170506862237299,0.147422626900394
"208",208,0.539917646485156,0.580696887752485,0.498172484904858,0.161053742951301,0.172349425863051,0.149069467544256
"209",209,0.53790252818106,0.578861843061798,0.496005250235025,0.162819402741582,0.174204192288112,0.150728522020075
"210",210,0.5358815253663,0.577019443655694,0.493834062618031,0.164597386081537,0.176071125707731,0.152399783171581
"211",211,0.533854764902578,0.57516979328587,0.491659069429591,0.166387670108949,0.17795018850914,0.154083242223469
"212",212,0.531822373969024,0.57331299621749,0.489480418012612,0.168190230201403,0.17984134127037,0.15577888877139
"213",213,0.529784480043901,0.571449157217535,0.487298255652664,0.170005039970546,0.181744542759648,0.157486710772379
"214",214,0.527741210886174,0.569578381542964,0.485112729553441,0.171832071256892,0.183659749935371,0.159206694535713
"215",215,0.525692694516959,0.567700774928707,0.482923986812245,0.17367129412514,0.185586917946654,0.160938824714232
"216",216,0.523639059200843,0.565816443575467,0.48073217439549,0.175522676860048,0.187526000134467,0.1626830842961
"217",217,0.521580433427101,0.563925494137363,0.478537439114243,0.177386185962837,0.189476948033351,0.164439454597041
"218",218,0.519516945890805,0.562028033709396,0.476339927599799,0.17926178614815,0.191439711373719,0.166207915253033
"219",219,0.51744872547383,0.560124169814749,0.474139786279325,0.181149440341561,0.19341423808475,0.167988444213484
"220",220,0.515375901225772,0.558214010391923,0.471937161351551,0.183049109677641,0.195400474297858,0.169781017734886
"221",221,0.513298602344783,0.556297663781724,0.46973219876255,0.184960753498585,0.19739836435076,0.171585610374958
"222",222,0.511216958158323,0.55437523871408,0.467525044181587,0.186884329353398,0.199407850792123,0.173402194987278
"223",223,0.509131098103845,0.552446844294717,0.465315842977071,0.188819792997655,0.201428874386808,0.175230742716417
"224",224,0.507041151709418,0.550512589991687,0.463104740192605,0.190767098393825,0.203461374121687,0.177071222993577
"225",225,0.504947248574286,0.548572585621747,0.46089188052315,0.192726197712171,0.205505287212059,0.178923603532736
"226",226,0.502849518349391,0.546626941336603,0.458677408291308,0.194697041332219,0.207560549108644,0.180787850327306
"227",227,0.500748090717842,0.54467576760902,0.456461467423743,0.196679577844812,0.209627093505161,0.182663927647311
"228",228,0.498643095375355,0.5427191752188,0.45424420142773,0.198673754054735,0.211704852346489,0.184551798037084
"229",229,0.49653466201067,0.54075727523863,0.452025753367872,0.200679514983924,0.213793755837401,0.186451422313495
"230",230,0.494422920285937,0.538790179019818,0.449806265842958,0.20269680387525,0.215893732451888,0.188362759564702
"231",231,0.492307999817107,0.5368179981779,0.447585880962999,0.20472556219689,0.218004708943038,0.190285767149447
"232",232,0.490190030154298,0.534840844578144,0.445364740326442,0.206765729647275,0.2201266103535,0.192220400696872
"233",233,0.488069140762184,0.532858830320943,0.443142984997563,0.208817244160625,0.22225936002651,0.19416661410689
"234",234,0.485945461000377,0.530872067727101,0.440920755484061,0.210880041913057,0.224402879617477,0.196124359551089
"235",235,0.483819120103836,0.528880669323029,0.438698191714852,0.21295405732928,0.226557089106133,0.198093587474184
"236",236,0.481690247163303,0.526884747825841,0.436475433018076,0.215039223089865,0.228721906809233,0.200074246596011
"237",237,0.47955897110576,0.524884416128366,0.434252618099318,0.2171354701391,0.230897249393806,0.202066283914077
"238",238,0.477425420674939,0.522879787284073,0.432029885020069,0.219242727693412,0.233083031890954,0.204069644706649
"239",239,0.475289724411871,0.52087097449192,0.429807371176412,0.221360923250368,0.235279167710179,0.206084272536405
"240",240,0.47315201063549,0.518858091081135,0.427585213277952,0.223489982598255,0.237485568654259,0.208110109254626
"241",241,0.471012407423303,0.516841250495916,0.425363547327005,0.225629829826213,0.239702144934636,0.210147095005944
"242",242,0.468871042592124,0.514820566280087,0.423142508598038,0.227780387334954,0.241928805187336,0.212195168233648
"243",243,0.466728043678886,0.512796152061677,0.420922231617381,0.229941575848027,0.244165456489395,0.214254265685529
"244",244,0.464583537921539,0.510768121537465,0.418702850143204,0.232113314423657,0.2464120043758,0.216324322420291
"245",245,0.462437652240033,0.508736588457466,0.416484497145781,0.234295520467127,0.248668352856922,0.218405271814499
"246",246,0.460290513217404,0.506701666609382,0.414267304788041,0.236488109743722,0.25093440443645,0.22049704557009
"247",247,0.458142247080961,0.504663469803014,0.412051404406405,0.238690996392215,0.253210060129801,0.222599573722421
"248",248,0.455992979683584,0.502622111854648,0.40983692649193,0.240904092938893,0.255495219483018,0.224712784648872
"249",249,0.453842836485142,0.500577706571411,0.407624000671752,0.243127310312124,0.257789780592125,0.226836605077991
